,initial run,soil run,Diff,ratio,cat
1548,2671.242,2882.105,-210.86299999999983,0.9268371554818441,3
1549,2061.309,2007.95,53.35900000000015,1.026573868871237,3
1550,1633.751,1253.323,380.4279999999999,1.3035354812765743,3
1551,2350.533,2090.307,260.2260000000001,1.1244917612580354,3
1552,5396.5459999999985,5496.714,-100.16800000000148,0.9817767487993733,3
1553,6006.145,6115.688,-109.54299999999967,0.9820881967817848,3
1554,6630.446,6737.67,-107.22400000000016,0.9840858931945317,3
1555,4142.149,4253.88,-111.73099999999977,0.973734331951066,3
1556,6146.326,6249.956,-103.63000000000011,0.9834190832703462,3
1557,4070.5,4180.292,-109.79200000000037,0.9737358060154648,3
1558,1344.63,1344.63,0.0,1.0,3
1559,1604.0870000000002,1672.19,-68.10299999999984,0.9592731687188658,3
1560,3969.793,3969.793,0.0,1.0,3
1561,3845.557,3845.557,0.0,1.0,3
1562,3820.071,3820.071,0.0,1.0,3
1563,1179.7089999999996,1232.924,-53.21500000000037,0.9568383777102235,3
1564,2036.791,2061.888,-25.09699999999998,0.987828145854673,3
1565,2709.222,2849.76,-140.538,0.9506842681488967,3
1566,3026.788,3269.981,-243.1930000000002,0.9256286198604823,3
1567,1757.948,1757.948,0.0,1.0,3
1568,2859.394,2859.945,-0.5510000000003856,0.9998073389523223,3
1569,2695.403,2903.03,-207.6270000000004,0.9284792096533621,3
1570,2111.21,2066.89,44.320000000000164,1.0214428440797527,3
1571,1810.667,1382.035,428.63199999999983,1.310145546241593,3
1572,2491.758,2213.082000000001,278.675999999999,1.1259221303141949,3
1573,3476.705,3574.782,-98.07700000000023,0.9725642011177185,3
1574,1614.109,1614.109,0.0,1.0,3
1575,3820.271,3820.271,0.0,1.0,3
1576,4117.112,4117.112,0.0,1.0,3
1577,1611.842,1673.946,-62.103999999999814,0.9628996395343697,3
1578,2309.69,2342.847,-33.15700000000015,0.9858475606815127,3
1579,3840.678,4075.196,-234.51800000000003,0.94245233848875,3
1580,3313.856,3313.856,0.0,1.0,3
1581,2977.776,2978.833,-1.0570000000002437,0.9996451630554649,3
1582,3969.07,4305.984,-336.9140000000002,0.9217567924079606,3
1583,2261.456,2232.306,29.15000000000009,1.0130582455989456,3
1584,1809.949,1380.295,429.654,1.3112769371764732,3
1585,2669.2290000000007,2371.135,298.0940000000005,1.1257178524208873,3
1586,10326.688,10540.478,-213.78999999999905,0.979717238629975,-1
1587,9122.48,9316.396,-193.91600000000108,0.9791855133680448,3
1588,8648.817,8834.011,-185.19400000000132,0.9790362497850635,3
1589,10171.822,10372.025,-200.20299999999952,0.9806977904507558,-1
1590,1671.866,1671.866,0.0,1.0,3
1591,1581.634,1581.634,0.0,1.0,3
1592,1636.312,1696.429,-60.11700000000019,0.9645626194789171,3
1593,4124.694,4124.694,0.0,1.0,3
1594,3782.445,3782.445,0.0,1.0,3
1595,3941.135,3941.135,0.0,1.0,3
1596,1511.705,1569.6660000000004,-57.96100000000047,0.9630743100761561,3
1597,2219.98,2255.29,-35.309999999999945,0.984343476892107,3
1598,3931.956,4177.179,-245.22299999999996,0.9412945913976873,3
1599,3109.2140000000004,3110.356,-1.1419999999998254,0.9996328394563195,3
1600,4171.974,4508.556,-336.5819999999994,0.9253459422484717,3
1601,2326.814,2309.5,17.31399999999985,1.0074968607923793,3
1602,1946.557,1490.707,455.8499999999999,1.305794498851887,3
1603,2780.011,2433.406,346.605,1.142436157385985,3
1604,9971.889,10173.47,-201.58100000000013,0.9801856200490098,3
1605,9986.879,10179.405,-192.52599999999984,0.981086713810876,3
1606,9843.71,10034.405,-190.69500000000153,0.9809958836622599,3
1607,8812.287,8990.646,-178.35900000000038,0.9801617147421887,3
1608,9198.626,9379.939,-181.3130000000001,0.9806701301575629,3
1609,1748.0870000000002,1748.0870000000002,0.0,1.0,3
1610,2048.318,2112.211,-63.892999999999574,0.9697506546457718,3
1611,1464.932,1520.168,-55.235999999999876,0.9636645423400573,3
1612,3103.385,3214.0840000000007,-110.69900000000052,0.9655581496936606,3
1613,3807.021,4050.834,-243.81299999999965,0.9398116536002217,3
1614,3767.04,3767.04,0.0,1.0,3
1615,3015.679,3016.83,-1.15099999999984,0.9996184736958994,3
1616,3993.858,4314.6590000000015,-320.8010000000013,0.9256485854386173,3
1617,2468.053,2455.75,12.302999999999884,1.0050098747836709,3
1618,2057.419,1565.865,491.55399999999986,1.3139185051074007,3
1619,3691.372,3162.432,528.94,1.1672573513043127,3
1620,8055.769,8223.296999999999,-167.52799999999843,0.9796276359713144,3
1621,9899.159,10088.974,-189.8150000000005,0.9811858966035595,3
1622,11213.334,11415.31,-201.97599999999875,0.982306568984986,-1
1623,9566.838,9745.764,-178.92599999999948,0.9816406389483677,3
1624,2303.207000000001,2303.207000000001,0.0,1.0,3
1625,2105.848,2105.848,0.0,1.0,3
1626,1963.989,2024.998,-61.009000000000015,0.9698720690094509,3
1627,1678.226,1736.477,-58.250999999999976,0.9664544937825263,3
1628,2706.302,2808.1540000000005,-101.85200000000032,0.9637299093995556,3
1629,3596.485,3826.369,-229.88400000000001,0.939921110588132,3
1630,3208.095,3214.899000000001,-6.804000000000997,0.997883603808393,3
1631,3695.836,4001.271,-305.4350000000004,0.9236655052856954,3
1632,2803.257,2810.47,-7.212999999999738,0.9974335253534107,3
1633,2854.895,2178.649,676.2460000000001,1.3103969478332673,3
1634,3768.9,3222.0170000000007,546.8829999999994,1.169733120588749,3
1635,2021.637,2080.152,-58.5150000000001,0.9718698441267754,3
1636,1877.268,1877.268,0.0,1.0,3
1637,1966.545,1966.545,0.0,1.0,3
1638,2001.062,2060.189,-59.12699999999995,0.9713002059519782,3
1639,2631.756,2736.3720000000008,-104.6160000000009,0.9617683560568516,3
1640,3473.16,3697.53,-224.37000000000035,0.9393189507590202,3
1641,2670.1940000000004,2679.4040000000005,-9.210000000000036,0.996562668414319,3
1642,3397.609000000001,3684.187,-286.57799999999907,0.9222140461382663,3
1643,2454.398,2468.0460000000007,-13.648000000000593,0.9944701192765448,3
1644,2909.076,2219.353,689.723,1.310776609218993,3
1645,3625.216,3089.5290000000005,535.6869999999994,1.1733879177052553,3
1646,2261.771,2323.113,-61.34199999999964,0.9735949133770077,3
1647,1749.634,1749.634,0.0,1.0,3
1648,1661.011,1710.683,-49.672000000000025,0.9709636443455626,3
1649,3054.4990000000007,3180.857,-126.35799999999927,0.9602754855059503,3
1650,3490.239,3712.115,-221.87599999999975,0.9402292224244131,3
1651,2943.6740000000004,2964.472,-20.797999999999774,0.9929842481224314,3
1652,3509.581,3801.32,-291.73900000000003,0.9232532383487841,3
1653,2850.052,2164.094,685.9580000000001,1.3169723681134,3
1654,3962.09,3366.581,595.509,1.1768883624068454,3
1655,2264.709,2323.714,-59.00500000000011,0.9746074602984705,3
1656,2468.011,2468.011,0.0,1.0,3
1657,2445.371,2445.371,0.0,1.0,3
1658,2664.962,2664.962,0.0,1.0,3
1659,3169.6240000000007,3169.6240000000007,0.0,1.0,3
1660,1730.846,1781.177,-50.330999999999904,0.9717428419522597,3
1661,2458.5170000000007,2567.7470000000008,-109.23000000000002,0.9574607622947277,3
1662,3161.933,3365.72,-203.7869999999998,0.9394521825939176,3
1663,3224.112,3254.765,-30.652999999999793,0.9905821157595096,3
1664,3478.216,3765.588,-287.3720000000003,0.9236846941301066,3
1665,3411.233,2601.06,810.1730000000002,1.3114780128101622,3
1666,3995.494,3394.576,600.9180000000001,1.177022991973077,3
1667,4579.337,3878.884,700.4530000000004,1.180581064038007,3
1668,1546.693,1592.34,-45.646999999999935,0.9713333835738599,3
1669,2146.776,2245.115,-98.33899999999994,0.956198680245778,3
1670,3464.147,3670.126,-205.97900000000027,0.9438768587236513,3
1671,5878.983,6011.683000000001,-132.70000000000073,0.9779263144779922,3
1672,3387.333,3664.059,-276.7260000000001,0.9244755611195126,3
1673,3548.6940000000004,2715.217,833.4770000000003,1.306965152324842,3
1674,4687.47,3976.22,711.2500000000005,1.1788759173285182,3
1675,4288.858,4288.858,0.0,1.0,3
1676,4182.07,4182.07,0.0,1.0,3
1677,2660.013,2713.345,-53.33199999999988,0.9803445562580505,3
1678,2491.324,2598.42,-107.096,0.9587841842350351,3
1679,3380.277,3582.482,-202.20499999999993,0.9435572879361293,3
1680,4809.49,4929.397,-119.90700000000015,0.975675118072251,3
1681,3520.312,3799.93,-279.61799999999994,0.926414960275584,3
1682,3668.391,2804.402,863.989,1.3080831492774574,3
1683,4579.417,3866.459,712.9580000000005,1.1843955929702088,3
1684,4213.06,4213.06,0.0,1.0,3
1685,1958.167,1999.76,-41.593000000000075,0.9792010041204944,3
1686,2513.994,2622.226,-108.23199999999997,0.958725144209538,3
1687,3862.15,4082.757,-220.60699999999997,0.9459661694291382,3
1688,4214.95,4327.304,-112.35400000000027,0.9740360279749238,3
1689,5085.504,5217.174,-131.67000000000007,0.9747621988455819,3
1690,4129.857,4429.061,-299.2039999999997,0.9324452745175558,3
1691,4200.825,3227.109000000001,973.715999999999,1.301730124393071,3
1692,4859.037,4110.062,748.9750000000004,1.18222961113482,3
1693,4870.512,4870.512,0.0,1.0,3
1694,4104.993,4104.993,0.0,1.0,3
1695,5183.901,5183.901,0.0,1.0,3
1696,5296.7069999999985,5296.7069999999985,0.0,1.0,3
1697,3855.852,3855.852,0.0,1.0,3
1698,4402.156,4402.156,0.0,1.0,3
1699,2549.286,2598.608,-49.322000000000116,0.9810198383134354,3
1700,2515.516,2621.056,-105.53999999999996,0.9597337866875031,3
1701,3413.212,3612.413,-199.20100000000002,0.944856526648531,3
1702,4711.517,4839.695,-128.17799999999988,0.9735152731732062,3
1703,5316.331,5477.799,-161.46799999999985,0.9705231973644889,3
1704,5556.4180000000015,5737.564,-181.14599999999882,0.9684280645932666,3
1705,3956.082,4238.406,-282.32400000000007,0.9333891090188151,3
1706,3807.493,4082.556,-275.0630000000001,0.9326248066162472,3
1707,3886.887,4164.996,-278.1089999999999,0.9332270667246739,3
1708,5083.1190000000015,5257.842,-174.72299999999814,0.9667690660921348,3
1709,4057.24,3108.716,948.5239999999999,1.3051176112581528,3
1710,5097.41,4314.282,783.1279999999997,1.181519891374741,3
1711,4515.355,4515.355,0.0,1.0,3
1712,2451.55,2499.915,-48.36499999999978,0.9806533422136353,3
1713,3293.09,3484.11,-191.01999999999998,0.9451739468616088,3
1714,1919.442,2002.988,-83.54600000000005,0.9582893157622512,3
1715,4230.532,4520.919,-290.3869999999997,0.9357681480247712,3
1716,5625.1309999999985,5821.821,-196.69000000000142,0.9662150382157058,3
1717,4377.7170000000015,4544.59,-166.87299999999868,0.9632809560378387,3
1718,4551.168,4723.172000000001,-172.00400000000172,0.9635829480696444,3
1719,7299.824,7647.3409999999985,-347.5169999999989,0.9545571460720793,3
1720,5863.611999999999,6170.326,-306.71400000000085,0.9502920915361683,3
1721,3966.628,3059.541,907.087,1.2964781318504965,3
1722,5470.008000000002,4609.318,860.6900000000014,1.1867282752025357,3
1723,5975.798000000002,5004.032,971.7660000000014,1.1941965998618718,3
1724,5156.79,5156.79,0.0,1.0,3
1725,4243.852,4243.852,0.0,1.0,3
1726,3705.297,3705.297,0.0,1.0,3
1727,4926.379,5124.775,-198.39599999999973,0.9612868857657166,3
1728,4148.959,4431.152,-282.1930000000002,0.9363161092194535,3
1729,4221.225,3293.81,927.4150000000004,1.2815629924008975,3
1730,5836.8319999999985,4871.941,964.8909999999987,1.1980506332075858,3
1731,5210.361,5210.361,0.0,1.0,3
1732,4615.607,4802.708,-187.10099999999966,0.9610426034645455,3
1733,3985.323,4255.983,-270.6600000000003,0.936404821165874,3
1734,5892.507,6208.243,-315.7360000000008,0.949142454636521,3
1735,6865.46,5955.602,909.8580000000002,1.152773472774037,3
1736,6109.823,5123.827,985.9960000000001,1.1924335072202867,3
1737,4950.787,4950.787,0.0,1.0,3
1738,4951.691,5142.713,-191.02199999999993,0.9628557922637332,3
1739,3434.028,3676.128,-242.10000000000036,0.9341426631499229,3
1740,4499.853,4759.049,-259.1959999999999,0.9455361775010092,3
1741,7203.106,6312.297,890.8090000000002,1.1411227957112917,3
1742,6351.319,5342.901,1008.4180000000006,1.1887397876172514,3
1743,3705.995,3705.995,0.0,1.0,3
1744,3882.593,3882.593,0.0,1.0,3
1745,3395.583,3395.583,0.0,1.0,3
1746,4831.452,5017.132000000001,-185.6800000000012,0.9629908082944596,3
1747,5865.949000000001,6317.359,-451.40999999999894,0.9285445072854022,3
1748,6674.124,5840.989000000001,833.1349999999984,1.1426359474397227,3
1749,7225.646,6145.422,1080.2240000000002,1.1757770255647213,3
1750,7296.77,6237.911999999998,1058.858000000002,1.1697455815343343,3
1751,3564.041,3564.041,0.0,1.0,3
1752,9171.162,9350.466,-179.3040000000001,0.9808240573250574,3
1753,5992.573,6437.691999999999,-445.1189999999988,0.9308573631667997,3
1754,6599.255,5791.6280000000015,807.6269999999986,1.139447319475629,3
1755,7519.262,6669.755,849.5069999999996,1.1273670472153774,3
1756,9852.141,8922.053,930.0879999999997,1.1042459622241652,3
1757,3539.619,3539.619,0.0,1.0,3
1758,8065.379,8234.28,-168.90100000000075,0.9794880669591026,3
1759,5331.639,5734.545,-402.90599999999995,0.9297405461113305,3
1760,6873.838000000002,6083.303000000001,790.5350000000008,1.129951606881985,3
1761,8983.263,8119.092,864.1710000000012,1.1064369020575209,3
1762,4213.917,4213.917,0.0,1.0,3
1763,8003.005,8170.868,-167.86300000000028,0.9794559158219175,3
1764,7886.723000000001,8048.701,-161.97799999999916,0.9798752618590255,3
1765,4998.139,5381.609,-383.47000000000025,0.9287443587967836,3
1766,6766.215,6006.689,759.5259999999998,1.1264466996709834,3
1767,9126.387,8266.573,859.8140000000003,1.1040109365755313,3
1768,4074.4,4074.4,0.0,1.0,3
1769,7054.837,7202.9940000000015,-148.15700000000106,0.9794311920848467,3
1770,4725.208,5093.395,-368.1870000000008,0.927712851644139,3
1771,6766.0340000000015,6010.834,755.2000000000016,1.1256398030622707,3
1772,9184.279,8373.221,811.0580000000009,1.096863321773067,3
1773,9776.963,9079.49,697.473,1.076818521745164,3
1774,4019.322,4019.322,0.0,1.0,3
1775,7437.882,7591.233,-153.35100000000057,0.9797989338490861,3
1776,7844.259,8004.071,-159.8119999999999,0.9800336603710786,3
1777,4688.765,5047.632000000001,-358.8670000000011,0.9289038899824708,3
1778,7220.241999999998,6434.474,785.7679999999982,1.1221184513295102,3
1779,12411.438999999997,11683.074,728.3649999999961,1.0623436092247636,-1
1780,3302.6890000000008,3302.6890000000008,0.0,1.0,3
1781,6864.9180000000015,7005.429,-140.5109999999986,0.9799425559805118,3
1782,4379.673,4720.979,-341.3060000000005,0.9277044019895025,3
1783,6533.021,5825.393,707.6279999999997,1.1214730061988951,3
1784,6489.167,5800.301,688.866,1.1187638365664128,3
1785,9717.487,9099.74,617.7469999999994,1.0678862253207233,3
1786,4239.210999999998,4239.210999999998,0.0,1.0,3
1787,7999.5819999999985,8156.675,-157.09300000000167,0.9807405591126284,3
1788,3605.831,3886.845,-281.01399999999967,0.9277012589902608,3
1789,7518.7469999999985,6779.703,739.043999999998,1.1090083149660093,3
1790,12451.716,11746.59,705.1260000000002,1.060028144338059,-1
1791,4190.297000000001,4190.297000000001,0.0,1.0,3
1792,6616.249,6753.708000000001,-137.45900000000165,0.979646884348568,3
1793,6725.821999999999,6049.982,675.8399999999992,1.1117094232677054,3
1794,12911.357,12202.732,708.625,1.058071012294624,-1
1795,5953.433000000001,5953.433000000001,0.0,1.0,3
1796,5876.501,6000.102,-123.60099999999966,0.9794001835302134,3
1797,3677.302,3970.098,-292.7959999999998,0.9262496794789449,3
1798,6605.514,5948.599,656.915,1.110431884885836,3
1799,11767.696000000002,11125.112,642.5840000000026,1.057759778058864,-1
1800,7025.5790000000015,7025.5790000000015,0.0,1.0,3
1801,7534.510999999998,7684.156,-149.64500000000226,0.9805255124961021,3
1802,3155.805,3400.108,-244.30300000000034,0.9281484588136611,3
1803,6764.145,6110.855,653.2900000000009,1.106906480353404,3
1804,10593.312,10013.383,579.9290000000001,1.0579153918311124,-1
1805,6987.298000000002,6987.298000000002,0.0,1.0,3
1806,6058.182,6181.9180000000015,-123.7360000000017,0.9799842055491513,3
1807,2552.174,2749.13,-196.95600000000013,0.928356971114498,3
1808,8958.974,8272.14,686.8340000000007,1.0830297843121612,3
1809,10311.797,9807.703,504.09400000000096,1.051397763574203,-1
1810,8833.131,8981.594000000001,-148.46300000000156,0.9834703060503512,3
1811,2410.758,2591.217,-180.4590000000003,0.9303574343638529,3
1812,9333.638,8695.199,638.4390000000003,1.0734243115079942,3
1813,12284.293,11715.521,568.771999999999,1.048548587809283,-1
1814,6986.633000000002,6986.633000000002,0.0,1.0,3
1815,5547.302,5547.302,0.0,1.0,3
1816,7776.786,7909.491999999998,-132.7059999999983,0.9832219313199889,3
1817,2617.141,2809.291,-192.1500000000001,0.9316019593555811,3
1818,8204.539,7637.041,567.4980000000005,1.074308622933935,3
1819,10991.19,10466.108,525.0820000000003,1.0501697479139334,-1
1820,7147.58,7273.812,-126.23199999999997,0.9826456883955758,3
1821,6502.517,6616.772,-114.25500000000011,0.9827325167014973,3
1822,2478.337,2656.777,-178.44000000000005,0.9328359135900378,3
1823,8404.784,7846.911999999998,557.8720000000012,1.0710944636565316,3
1824,12284.211,11743.966,540.244999999999,1.0460019213270881,-1
1825,5249.502,5336.521,-87.01899999999932,0.9836936835814946,3
1826,2055.63,2223.951,-168.3209999999999,0.9243144295895009,3
1827,8674.068000000001,8146.026999999999,528.041000000002,1.064821906433652,3
1828,10023.084,9551.688,471.39600000000064,1.0493521145163034,-1
1829,5735.9180000000015,5833.055,-97.1369999999988,0.983347148278218,3
1830,2430.004,2607.679,-177.67500000000018,0.9318646965366518,3
1831,8455.903,7947.298000000002,508.60499999999865,1.0639972227038672,3
1832,12833.418,12284.368,549.0499999999993,1.0446950140210713,-1
1833,7281.818,7406.361999999999,-124.54399999999896,0.983184186784281,3
1834,8668.181,8185.981,482.2000000000007,1.0589055850483895,3
1835,13164.767,12606.046,558.7209999999995,1.044321669141934,-1
1836,8579.716,8163.79,415.9260000000004,1.0509476603391317,3
1837,11066.803999999998,10574.11,492.6939999999977,1.0465943705900542,-1
1838,8112.154,7732.833,379.3210000000008,1.0490533029744726,3
1839,10487.562,10011.576,475.9860000000008,1.0475435635708106,-1
1840,7669.925999999998,7313.517,356.40899999999783,1.0487329146838653,3
1841,11179.327,10687.031,492.29599999999846,1.0460648050894583,-1
1842,7164.8409999999985,6832.048000000002,332.79299999999694,1.0487105769748686,3
1843,11554.852,11052.579,502.27300000000105,1.0454439638024755,-1
1844,7373.985,7048.765,325.21999999999935,1.0461385788858046,3
1845,13957.98,13412.49,545.4899999999998,1.0406703005929547,-1
1846,11079.678,10609.5,470.1779999999999,1.0443166972995899,-1
1847,7011.301,6736.356,274.9450000000006,1.0408150935015905,3
1848,10977.611,10517.438999999997,460.1720000000041,1.0437532368859002,-1
1849,6955.413000000001,6732.228,223.1850000000013,1.0331517292640715,3
1850,11483.03,11006.933,476.09699999999975,1.0432542834593432,-1
1851,6914.045,6697.209,216.83600000000024,1.0323770693135006,3
1852,11319.25,10850.79,468.4599999999991,1.0431728934022315,-1
1853,10671.524,10221.062,450.46199999999953,1.0440719369474523,-1
1854,15806.073,15287.305,518.768,1.0339345620434732,-1
1855,6695.911,6488.065,207.84600000000046,1.0320351291178496,3
1856,6224.852,6036.001,188.85099999999966,1.0312874368311071,3
1857,7266.14,7077.585999999998,188.5540000000019,1.0266410044328675,3
1858,12609.493,12168.155,441.33799999999974,1.0362699193098708,-1
1859,11392.77,10982.473999999998,410.2960000000021,1.0373591596938907,-1
1860,7205.826999999998,7020.601,185.22599999999875,1.0263832113518485,3
1861,7663.576,7474.883000000002,188.6929999999984,1.0252436058196495,3
1862,7161.174,6990.17,171.0039999999999,1.024463496595934,3
1863,7256.786,7092.333000000001,164.4529999999986,1.0231874335285722,3
1864,6707.363,6560.3780000000015,146.98499999999876,1.0224049589825461,3
1865,6525.775,6386.406999999998,139.3680000000013,1.0218225991547363,3
1866,7816.196,7653.143,163.05299999999988,1.0213053643450802,3
1867,7965.6219999999985,7802.050999999998,163.57100000000082,1.0209651282720404,3
1868,7603.001,7445.898,157.10300000000007,1.0210992683488278,3
1869,5383.031999999998,5276.333000000001,106.69899999999689,1.0202221884024372,3
1870,6811.275,6670.0030000000015,141.27199999999812,1.0211802003687251,3
1871,5700.71,5585.259,115.45100000000002,1.0206706618260675,3
1872,5883.714,5760.895,122.8189999999995,1.0213194304010054,3
1873,5753.535,5635.377,118.15799999999945,1.0209671864011935,3
1874,5208.561,5102.5790000000015,105.98199999999815,1.0207702810676715,3
1875,5365.023,5252.986999999999,112.03600000000097,1.0213280558280462,3
1876,4254.542,4167.847,86.69500000000062,1.0208009075189182,3
1877,5416.713000000002,5304.576,112.13700000000154,1.021139672614739,3
1878,6855.455,6712.078,143.3769999999995,1.021361044969978,3
1879,5562.09,5448.972,113.1180000000004,1.0207595120694326,3
1880,5264.3,5158.958,105.34200000000055,1.0204192396991796,3
1881,4917.468,4821.708,95.76000000000022,1.0198601823254332,3
1882,6092.696999999999,5970.976,121.72099999999955,1.0203854445236422,3
1883,7352.9569999999985,7225.308000000001,127.64899999999761,1.0176669285240156,3
1884,6665.356,6551.118,114.23799999999937,1.0174379396005384,3
1885,6618.45,6506.387,112.0630000000001,1.0172235374256096,3
1886,6250.325,6144.736,105.58899999999994,1.0171836511772028,3
1887,9562.733,9468.556,94.17699999999968,1.0099462895926263,3
1888,6509.2040000000015,6446.552,62.65200000000186,1.0097186837242609,3
1889,8064.115,7983.58,80.53499999999985,1.0100875797574522,3
1890,7892.528,7815.894,76.63400000000001,1.009804892440967,3
1891,11339.391,11233.986,105.40499999999884,1.0093826892787652,-1
1892,7989.001999999998,7910.976,78.02599999999802,1.0098630055254874,3
1893,7785.849,7711.509,74.34000000000015,1.0096401365802725,3
1894,5889.521,5837.559,51.961999999999534,1.0089013233099655,3
1895,6851.616,6789.9940000000015,61.62199999999848,1.0090754130268744,3
1896,7761.053000000001,7688.141,72.91200000000117,1.0094836970341727,3
1897,14776.086,14805.32,-29.23400000000038,0.9980254395041782,-1
1898,12772.65,12797.087,-24.436999999999898,0.9980904247974559,-1
1899,14298.073,14327.057,-28.98400000000038,0.9979769746152333,-1
1900,10594.562,10616.819,-22.256999999999607,0.9979036093579443,-1
1901,12442.65,12465.664,-23.014000000001033,0.9981538087341355,-1
1902,15827.365,15856.04,-28.67500000000109,0.9981915408891501,-1
1903,14711.613,14741.268,-29.655000000000655,0.9979883005993785,-1
1904,16981.678,17011.029,-29.35099999999875,0.9982745899733638,-1
1905,27400.529,27439.295,-38.76599999999962,0.9985872085999294,-1
1906,29983.531000000006,30025.604,-42.072999999993044,0.9985987625761003,-1
1907,23389.777,23424.908,-35.13100000000122,0.998500271591248,-1
1908,24900.209,24936.311,-36.10200000000259,0.9985522317234493,-1
1909,19688.332,19717.105,-28.773000000001048,0.998540708689232,-1
1910,19786.344,19815.615,-29.27100000000064,0.9985228316153699,-1
1911,19556.947,19581.346,-24.39900000000125,0.998753967168549,-1
1912,19130.611,19154.699,-24.087999999999738,0.9987424495681191,-1
1913,21321.574,21348.012,-26.437999999998283,0.9987615708666456,-1
1914,16522.561999999998,16547.793,-25.231000000003405,0.998475264949229,-1
1915,18774.412,18802.172,-27.7599999999984,0.9985235748295463,-1
1916,16457.648,16482.533,-24.8849999999984,0.9984902199194748,-1
1917,105.3,105.3,0.0,1.0,1
1918,113.292,113.292,0.0,1.0,1
1919,146.73,146.73,0.0,1.0,1
1920,85.35799999999998,85.35799999999998,0.0,1.0,0
1921,218.633,218.633,0.0,1.0,2
1922,227.763,227.763,0.0,1.0,2
1923,44.385,44.385,0.0,1.0,0
1924,51.118,51.118,0.0,1.0,0
1925,183.466,183.466,0.0,1.0,1
1926,213.643,213.643,0.0,1.0,2
1927,164.86900000000003,164.86900000000003,0.0,1.0,1
1928,187.091,187.091,0.0,1.0,1
1929,115.203,115.203,0.0,1.0,1
1930,212.306,212.306,0.0,1.0,2
1931,228.074,228.074,0.0,1.0,2
1932,127.356,127.356,0.0,1.0,1
1933,299.125,299.125,0.0,1.0,2
1934,279.866,279.866,0.0,1.0,2
1935,159.30100000000004,159.30100000000004,0.0,1.0,1
1936,119.588,119.588,0.0,1.0,1
1937,322.182,322.182,0.0,1.0,2
1938,213.604,213.604,0.0,1.0,2
1939,408.306,408.306,0.0,1.0,2
1940,124.681,124.681,0.0,1.0,1
1941,166.438,166.438,0.0,1.0,1
1942,177.253,177.253,0.0,1.0,1
1943,92.711,92.711,0.0,1.0,0
1944,194.474,194.474,0.0,1.0,1
1945,213.759,213.759,0.0,1.0,2
1946,281.961,281.961,0.0,1.0,2
1947,150.045,150.045,0.0,1.0,1
1948,289.188,289.188,0.0,1.0,2
1949,125.804,125.804,0.0,1.0,1
1950,656.919,656.919,0.0,1.0,2
1951,269.22900000000004,269.22900000000004,0.0,1.0,2
1952,215.368,215.368,0.0,1.0,2
1953,125.952,125.952,0.0,1.0,1
1954,248.933,248.933,0.0,1.0,2
1955,306.8520000000001,306.8520000000001,0.0,1.0,2
1956,109.47,109.47,0.0,1.0,1
1957,385.133,385.133,0.0,1.0,2
1958,114.588,114.588,0.0,1.0,1
1959,211.284,211.284,0.0,1.0,2
1960,303.339,303.339,0.0,1.0,2
1961,313.6020000000001,313.6020000000001,0.0,1.0,2
1962,425.645,425.645,0.0,1.0,2
1963,399.545,399.545,0.0,1.0,2
1964,121.495,121.495,0.0,1.0,1
1965,126.127,126.127,0.0,1.0,1
1966,214.758,214.758,0.0,1.0,2
1967,678.209,678.209,0.0,1.0,2
1968,71.84,71.84,0.0,1.0,0
1969,50.883,50.883,0.0,1.0,0
1970,417.117,417.117,0.0,1.0,2
1971,59.468,59.468,0.0,1.0,0
1972,237.535,237.535,0.0,1.0,2
1973,544.867,544.867,0.0,1.0,2
1974,135.32399999999998,135.32399999999998,0.0,1.0,1
1975,118.19,118.19,0.0,1.0,1
1976,126.437,126.437,0.0,1.0,1
1977,139.016,139.016,0.0,1.0,1
1978,976.085,976.085,0.0,1.0,2
1979,235.373,235.373,0.0,1.0,2
1980,1719.625,1719.625,0.0,1.0,3
1981,129.102,129.102,0.0,1.0,1
1982,170.67,170.67,0.0,1.0,1
1983,176.171,176.171,0.0,1.0,1
1984,281.035,281.035,0.0,1.0,2
1985,461.708,461.708,0.0,1.0,2
1986,94.935,94.935,0.0,1.0,0
1987,126.237,126.237,0.0,1.0,1
1988,190.301,190.301,0.0,1.0,1
1989,66.067,66.067,0.0,1.0,0
1990,120.448,120.448,0.0,1.0,1
1991,65.183,65.183,0.0,1.0,0
1992,104.253,104.253,0.0,1.0,1
1993,156.505,156.505,0.0,1.0,1
1994,211.635,211.635,0.0,1.0,2
1995,122.601,122.601,0.0,1.0,1
1996,60.599,60.599,0.0,1.0,0
1997,107.098,107.12,-0.02200000000000557,0.9997946228528752,1
1998,304.642,304.642,0.0,1.0,2
1999,91.033,91.033,0.0,1.0,0
2000,72.344,72.344,0.0,1.0,0
2001,62.41,62.41,0.0,1.0,0
2002,97.821,97.821,0.0,1.0,0
2003,290.454,290.454,0.0,1.0,2
2004,114.584,114.584,0.0,1.0,1
2005,307.225,307.225,0.0,1.0,2
2006,118.479,118.479,0.0,1.0,1
2007,49.372,49.372,0.0,1.0,0
2008,162.213,162.213,0.0,1.0,1
2009,143.16899999999995,143.16899999999995,0.0,1.0,1
2010,416.781,416.781,0.0,1.0,2
2011,241.064,241.064,0.0,1.0,2
2012,237.781,237.781,0.0,1.0,2
2013,460.78,460.78,0.0,1.0,2
2014,174.377,174.377,0.0,1.0,1
2015,159.458,159.458,0.0,1.0,1
